target_id,sample_id,sample_index,source_split,source_index,membership,true_label,predicted_label,boundary_distance,initially_correct,anchors_used,boundary_queries,censored,initial_label_query,total_label_queries,norm
MNIST_QNN_zz_r1_d6_s45,92c010e823ad2f73,0,train,0,1,3,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r1_d6_s45,0e58431bed52e4ab,1,train,1,1,2,2,4.000758647918701,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,40cb926b08d92d88,2,train,2,1,1,1,4.434559345245361,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,ab3d80451e28639c,3,train,3,1,2,2,5.526627540588379,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,1004368a81b1d3f9,4,train,4,1,1,1,6.152135848999023,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,d32a55ce6325cc74,5,train,5,1,1,1,6.766016483306885,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,8a518d02fd281566,6,train,6,1,1,1,5.179573059082031,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,2a269320032354fd,7,train,7,1,2,2,6.350008487701416,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,25c342eba5dc248d,8,train,8,1,1,1,5.825634956359863,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,3a20ccc68397360d,9,train,9,1,3,3,8.801175117492676,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,a1b33b35d34d0bb2,10,train,10,1,2,2,5.729615688323975,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,e50a3909a8f17e31,11,train,11,1,0,0,6.97337532043457,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,1cf9ecf0d90de769,12,train,12,1,2,2,1.213931679725647,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,e2804dafb8042fb5,13,train,13,1,2,2,4.621941089630127,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,5fc184b2f01a1489,14,train,14,1,1,1,2.834294557571411,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,19eff6293ed1eecc,15,train,15,1,1,1,6.0222392082214355,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,94db41731fc94db4,16,train,16,1,0,0,0.3222730755805969,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,397282abbed799ef,17,train,17,1,0,0,3.406496286392212,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,c28bd72931a6e9c0,18,train,18,1,2,2,11.401285171508789,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,2481717a8993a05e,19,train,19,1,1,1,6.799951076507568,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,dc30fe571f8ae8a9,20,train,20,1,0,0,10.81983757019043,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,b32cf1650eeff365,21,train,21,1,2,2,14.487886428833008,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,775c0c5f769e8892,22,train,22,1,0,0,15.696894645690918,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,28a63bdbf8dbfff6,23,train,23,1,0,0,1.5143283605575562,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,65b667962797b50d,24,train,24,1,3,3,12.288387298583984,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,5bbb39b6d0e6abff,25,train,25,1,2,2,4.322656154632568,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,e8ab00d0bc25a6ce,26,train,26,1,1,1,3.7241342067718506,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,33e7d793b227af73,27,train,27,1,3,3,9.96882152557373,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,81b1c78163fb30d3,28,train,28,1,1,1,5.757882118225098,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,3545831cbc89e5bc,29,train,29,1,0,0,14.179451942443848,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,55bf8b1638338b9e,30,train,30,1,1,1,5.574089527130127,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,58b154e1cb505ec2,31,train,31,1,3,3,12.992269515991211,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,29c929da5da245d4,32,train,32,1,0,0,1.799359917640686,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,fe6a8cd109fc94e5,33,train,33,1,2,2,7.862744331359863,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,f13fd5fe49b1927e,34,train,34,1,3,3,5.714560508728027,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,d4a89ed531c75d4c,35,train,35,1,2,2,9.43380355834961,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,7081d9b00939dc49,36,train,36,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r1_d6_s45,a3e2614b01dae4dc,37,train,37,1,3,3,9.083386421203613,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,9b7f2c9fa2675054,38,train,38,1,0,0,9.936081886291504,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,f55e25cf6348b7da,39,train,39,1,2,2,13.349842071533203,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,8ea72f7a35a859cc,40,train,40,1,2,2,1.7830300331115723,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,9cbc7918cf78faf5,41,train,41,1,2,2,12.037503242492676,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,b1dddb0496a671a9,42,train,42,1,0,0,16.518959045410156,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,3f8af0abb9b1e415,43,train,43,1,1,1,2.6049442291259766,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,e532a2bf06052190,44,train,44,1,0,0,4.331721305847168,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,c9fba5df9ae8c56e,45,train,45,1,2,2,1.7196136713027954,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,a5e534264874bb62,46,train,46,1,0,0,4.808139801025391,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,1a75b88a33c373b9,47,train,47,1,2,2,3.7080776691436768,True,16,160,False,1,161,l2
MNIST_QNN_zz_r1_d6_s45,8e7f84a9b2e3a004,48,train,48,1,0,0,3.6657233238220215,True,16,160,False,1,161,l2
