target_id,sample_id,sample_index,source_split,source_index,membership,true_label,predicted_label,boundary_distance,initially_correct,anchors_used,boundary_queries,censored,initial_label_query,total_label_queries,norm
MNIST_QNN_eff_su2_r5_d2_s44,92c010e823ad2f73,0,train,0,1,3,3,10.227923393249512,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,0e58431bed52e4ab,1,train,1,1,2,2,7.6470208168029785,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,40cb926b08d92d88,2,train,2,1,1,1,3.7544124126434326,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,ab3d80451e28639c,3,train,3,1,2,2,1.2665852308273315,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,1004368a81b1d3f9,4,train,4,1,1,1,6.099554061889648,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,d32a55ce6325cc74,5,train,5,1,1,1,6.355807781219482,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,8a518d02fd281566,6,train,6,1,1,1,4.494444370269775,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,2a269320032354fd,7,train,7,1,2,2,8.662352561950684,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,25c342eba5dc248d,8,train,8,1,1,1,5.713228225708008,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,3a20ccc68397360d,9,train,9,1,3,3,7.025498867034912,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,a1b33b35d34d0bb2,10,train,10,1,2,2,2.433819055557251,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,e50a3909a8f17e31,11,train,11,1,0,0,12.035856246948242,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,1cf9ecf0d90de769,12,train,12,1,2,2,7.684688568115234,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,e2804dafb8042fb5,13,train,13,1,2,2,2.1392982006073,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s44,5fc184b2f01a1489,14,train,14,1,1,1,1.4053148031234741,True,16,160,False,1,161,l2
