target_id,sample_id,sample_index,source_split,source_index,membership,true_label,predicted_label,boundary_distance,initially_correct,anchors_used,boundary_queries,censored,initial_label_query,total_label_queries,norm
MNIST_QNN_eff_su2_r5_d2_s43,92c010e823ad2f73,0,train,0,1,3,3,6.432228088378906,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,0e58431bed52e4ab,1,train,1,1,2,2,13.724122047424316,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,40cb926b08d92d88,2,train,2,1,1,1,3.5922205448150635,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,ab3d80451e28639c,3,train,3,1,2,2,5.22803258895874,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,1004368a81b1d3f9,4,train,4,1,1,1,6.730541706085205,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,d32a55ce6325cc74,5,train,5,1,1,1,5.942591190338135,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,8a518d02fd281566,6,train,6,1,1,1,5.234383583068848,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,2a269320032354fd,7,train,7,1,2,2,14.375768661499023,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,25c342eba5dc248d,8,train,8,1,1,1,6.445957183837891,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,3a20ccc68397360d,9,train,9,1,3,3,7.932326793670654,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,a1b33b35d34d0bb2,10,train,10,1,2,2,3.4307174682617188,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,e50a3909a8f17e31,11,train,11,1,0,0,15.152777671813965,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,1cf9ecf0d90de769,12,train,12,1,2,2,6.231863021850586,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,e2804dafb8042fb5,13,train,13,1,2,2,3.459852933883667,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,5fc184b2f01a1489,14,train,14,1,1,1,3.3822832107543945,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,19eff6293ed1eecc,15,train,15,1,1,1,3.813601016998291,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,94db41731fc94db4,16,train,16,1,0,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_eff_su2_r5_d2_s43,397282abbed799ef,17,train,17,1,0,0,10.119589805603027,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,c28bd72931a6e9c0,18,train,18,1,2,2,7.247496128082275,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,2481717a8993a05e,19,train,19,1,1,1,5.730295658111572,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,dc30fe571f8ae8a9,20,train,20,1,0,0,14.149728775024414,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,b32cf1650eeff365,21,train,21,1,2,2,12.464898109436035,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,775c0c5f769e8892,22,train,22,1,0,0,9.845512390136719,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,28a63bdbf8dbfff6,23,train,23,1,0,0,5.277220249176025,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,65b667962797b50d,24,train,24,1,3,3,13.05720329284668,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,5bbb39b6d0e6abff,25,train,25,1,2,2,4.617993354797363,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,e8ab00d0bc25a6ce,26,train,26,1,1,1,3.7734601497650146,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,33e7d793b227af73,27,train,27,1,3,3,7.476747035980225,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,81b1c78163fb30d3,28,train,28,1,1,1,5.034919261932373,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,3545831cbc89e5bc,29,train,29,1,0,0,1.730867624282837,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,55bf8b1638338b9e,30,train,30,1,1,1,5.59785795211792,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,58b154e1cb505ec2,31,train,31,1,3,3,7.122268199920654,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,29c929da5da245d4,32,train,32,1,0,0,5.27150297164917,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,fe6a8cd109fc94e5,33,train,33,1,2,2,1.9947468042373657,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,f13fd5fe49b1927e,34,train,34,1,3,3,2.4847571849823,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,d4a89ed531c75d4c,35,train,35,1,2,2,6.600649356842041,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,7081d9b00939dc49,36,train,36,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_eff_su2_r5_d2_s43,a3e2614b01dae4dc,37,train,37,1,3,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_eff_su2_r5_d2_s43,9b7f2c9fa2675054,38,train,38,1,0,0,8.52143669128418,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,f55e25cf6348b7da,39,train,39,1,2,2,11.716171264648438,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,8ea72f7a35a859cc,40,train,40,1,2,2,1.4683778285980225,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,9cbc7918cf78faf5,41,train,41,1,2,2,10.109318733215332,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,b1dddb0496a671a9,42,train,42,1,0,0,19.878829956054688,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,3f8af0abb9b1e415,43,train,43,1,1,1,1.0019015073776245,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,e532a2bf06052190,44,train,44,1,0,0,10.212087631225586,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,c9fba5df9ae8c56e,45,train,45,1,2,2,5.064615726470947,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,a5e534264874bb62,46,train,46,1,0,0,3.410849094390869,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,1a75b88a33c373b9,47,train,47,1,2,2,5.535862922668457,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,8e7f84a9b2e3a004,48,train,48,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_eff_su2_r5_d2_s43,e6aaa1383ef33482,49,train,49,1,0,0,3.547835111618042,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,d7dd174a70b58467,50,train,50,1,2,2,17.898115158081055,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,a234d5cee77b3715,51,train,51,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_eff_su2_r5_d2_s43,6be4064157e59d35,52,train,52,1,1,1,3.557152509689331,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,00f1be44bea4f7f3,53,train,53,1,1,1,5.311466693878174,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,f42e832a431d653a,54,train,54,1,2,2,2.81980562210083,True,16,160,False,1,161,l2
MNIST_QNN_eff_su2_r5_d2_s43,23cb47065a7daad1,55,train,55,1,2,2,3.2396461963653564,True,16,160,False,1,161,l2
