target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,status,payload_path,seconds
MNIST_QNN_zz_r1_d6_s43,exact,0,-1,2026,none,False,exact_full_model,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/exact.pt,
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim0.pt,3.886
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim1.pt,3.861
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,2,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim2.pt,3.922
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,3,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim3.pt,3.808
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim4.pt,3.748
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim5.pt,3.673
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim6.pt,3.746
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim7.pt,3.717
MNIST_QNN_zz_r1_d6_s43,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_core/MNIST_QNN_zz_r1_d6_s43/payloads/ideal_shot_shots128_sim8.pt,3.654
