source_file,status,error,target_id,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss,gap,membership_convention,n_member,n_nonmember,fpr_resolution,meta_target_id,meta_experiment,meta_role,meta_dataset,meta_architecture,meta_fm_kind,meta_n_wires,meta_reps,meta_depth,meta_ql_ent,meta_ql_op,meta_model_seed,meta_data_seed,meta_seed,meta_structural_cell_id,meta_membership_convention,resource_trainable_parameters_total,resource_trainable_parameters_quantum,resource_trainable_parameters_classical,resource_trainable_parameters_unclassified,resource_quantum_gate_count_total,resource_quantum_one_qubit_gates,resource_quantum_two_qubit_gates,resource_gate_count_scope,resource_qcnn_frontend_included,experiment,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id,auc,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,trainable_parameters_total,trainable_parameters_quantum,trainable_parameters_classical,quantum_gate_count_total,quantum_one_qubit_gates,quantum_two_qubit_gates,gate_count_scope,gap_acc
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s43/target_attack_data.pt,ok,,SmokeArch_high_reupload_hqnn_s43,0.88,0.12,0.8069999999999999,0.193,0.817,0.183,0.063,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_hqnn_s43,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|hqnn,0=member,130,78,52,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|hqnn,0.7388888888888888,0.6666666666666666,0.3333333333333333,0.6,0.2666666666666666,130,78,52,80,52,28,fixed encoder plus downstream variational circuit,0.063
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s44/target_attack_data.pt,ok,,SmokeArch_high_reupload_hqnn_s44,0.88,0.12,0.8049999999999999,0.195,0.815,0.185,0.065,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_hqnn_s44,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|hqnn,0=member,130,78,52,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|hqnn,0.8111111111111111,0.7333333333333334,0.4666666666666667,0.9,0.4333333333333333,130,78,52,80,52,28,fixed encoder plus downstream variational circuit,0.065
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_hqnn_s45/target_attack_data.pt,ok,,SmokeArch_high_reupload_hqnn_s45,0.88,0.12,0.8029999999999999,0.197,0.813,0.187,0.067,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_hqnn_s45,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|hqnn,0=member,130,78,52,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,hqnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|hqnn,0.7966666666666667,0.7333333333333334,0.4666666666666667,0.6333333333333333,0.1666666666666666,130,78,52,80,52,28,fixed encoder plus downstream variational circuit,0.067
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s43/target_attack_data.pt,ok,,SmokeArch_high_reupload_mlp_qnn_s43,0.88,0.12,0.817,0.183,0.827,0.173,0.053,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_mlp_qnn_s43,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|mlp_qnn,0.6100000000000001,0.55,0.0999999999999999,0.5666666666666667,0.4666666666666667,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.053
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s44/target_attack_data.pt,ok,,SmokeArch_high_reupload_mlp_qnn_s44,0.88,0.12,0.815,0.185,0.825,0.175,0.055,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_mlp_qnn_s44,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|mlp_qnn,0.7377777777777779,0.5833333333333334,0.1666666666666666,0.3333333333333333,0.1666666666666666,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.055
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_mlp_qnn_s45/target_attack_data.pt,ok,,SmokeArch_high_reupload_mlp_qnn_s45,0.88,0.12,0.813,0.187,0.823,0.177,0.057,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_mlp_qnn_s45,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|mlp_qnn,0=member,170,102,68,0,0,0,0,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,mlp_qnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|mlp_qnn,0.6222222222222222,0.5833333333333334,0.1666666666666666,0.3,0.1333333333333333,170,102,68,0,0,0,fixed encoder plus downstream variational circuit,0.057
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s43/target_attack_data.pt,ok,,SmokeArch_high_reupload_qcnn_s43,0.88,0.12,0.7969999999999999,0.203,0.8069999999999999,0.193,0.073,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qcnn_s43,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qcnn,0=member,150,90,60,0,80,52,28,fixed encoder plus downstream variational circuit,False,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qcnn,0.8377777777777777,0.65,0.3,0.5333333333333333,0.2333333333333333,150,90,60,80,52,28,fixed encoder plus downstream variational circuit,0.073
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s44/target_attack_data.pt,ok,,SmokeArch_high_reupload_qcnn_s44,0.88,0.12,0.7949999999999999,0.205,0.8049999999999999,0.195,0.075,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qcnn_s44,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qcnn,0=member,150,90,60,0,80,52,28,fixed encoder plus downstream variational circuit,False,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,44,43,44,high_reupload|qcnn,0.7577777777777778,0.7166666666666667,0.4333333333333333,0.6,0.1666666666666666,150,90,60,80,52,28,fixed encoder plus downstream variational circuit,0.075
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qcnn_s45/target_attack_data.pt,ok,,SmokeArch_high_reupload_qcnn_s45,0.88,0.12,0.7929999999999999,0.207,0.8029999999999999,0.197,0.077,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qcnn_s45,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qcnn,0=member,150,90,60,0,80,52,28,fixed encoder plus downstream variational circuit,False,architecture_control,high_reupload,MNIST,qcnn,zz,6,5,2,linear,crz,45,43,45,high_reupload|qcnn,0.8255555555555556,0.7166666666666667,0.4333333333333333,0.8333333333333334,0.4,150,90,60,80,52,28,fixed encoder plus downstream variational circuit,0.077
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/architecture_runs/architecture_control/SmokeArch_high_reupload_qnn_s43/target_attack_data.pt,ok,,SmokeArch_high_reupload_qnn_s43,0.88,0.12,0.767,0.2329999999999999,0.777,0.2229999999999999,0.1029999999999999,0=member,30,30,0.0333333333333333,SmokeArch_high_reupload_qnn_s43,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qnn,0=member,110,66,44,0,80,52,28,fixed encoder plus downstream variational circuit,,architecture_control,high_reupload,MNIST,qnn,zz,6,5,2,linear,crz,43,43,43,high_reupload|qnn,0.81,0.6833333333333333,0.3666666666666667,0.5333333333333333,0.1666666666666666,110,66,44,80,52,28,fixed encoder plus downstream variational circuit,0.1029999999999999
