source_file,status,error,target_id,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss,gap,membership_convention,n_member,n_nonmember,fpr_resolution,meta_target_id,meta_experiment,meta_pair_id,meta_role,meta_dataset,meta_architecture,meta_fm_kind,meta_n_wires,meta_reps,meta_depth,meta_ql_ent,meta_ql_op,meta_model_seed,meta_data_seed,meta_seed,meta_structural_cell_id,meta_membership_convention,resource_trainable_parameters_total,resource_trainable_parameters_quantum,resource_trainable_parameters_classical,resource_trainable_parameters_unclassified,resource_quantum_gate_count_total,resource_quantum_one_qubit_gates,resource_quantum_two_qubit_gates,resource_gate_count_scope,resource_qcnn_frontend_included,experiment,pair_id,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s43/target_attack_data.pt,ok,,SmokePair1_z_s43,0.797,0.20299999999999996,0.77,0.22999999999999998,0.78,0.21999999999999997,0.017000000000000015,0=member,30,30,0.03333333333333333,SmokePair1_z_s43,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair1|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair1|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s44/target_attack_data.pt,ok,,SmokePair1_z_s44,0.8,0.19999999999999996,0.77,0.22999999999999998,0.78,0.21999999999999997,0.020000000000000018,0=member,30,30,0.03333333333333333,SmokePair1_z_s44,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair1|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair1|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s45/target_attack_data.pt,ok,,SmokePair1_z_s45,0.803,0.19699999999999995,0.77,0.22999999999999998,0.78,0.21999999999999997,0.02300000000000002,0=member,30,30,0.03333333333333333,SmokePair1_z_s45,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair1|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair1|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s43/target_attack_data.pt,ok,,SmokePair1_zz_s43,0.797,0.20299999999999996,0.772,0.22799999999999998,0.782,0.21799999999999997,0.015000000000000013,0=member,30,30,0.03333333333333333,SmokePair1_zz_s43,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair1|zz,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair1|zz
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s44/target_attack_data.pt,ok,,SmokePair1_zz_s44,0.8,0.19999999999999996,0.772,0.22799999999999998,0.782,0.21799999999999997,0.018000000000000016,0=member,30,30,0.03333333333333333,SmokePair1_zz_s44,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair1|zz,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair1|zz
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s45/target_attack_data.pt,ok,,SmokePair1_zz_s45,0.803,0.19699999999999995,0.772,0.22799999999999998,0.782,0.21799999999999997,0.02100000000000002,0=member,30,30,0.03333333333333333,SmokePair1_zz_s45,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair1|zz,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair1|zz
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s43/target_attack_data.pt,ok,,SmokePair2_z_s43,0.977,0.02300000000000002,0.77,0.22999999999999998,0.78,0.21999999999999997,0.19699999999999995,0=member,30,30,0.03333333333333333,SmokePair2_z_s43,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair2|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair2|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s44/target_attack_data.pt,ok,,SmokePair2_z_s44,0.98,0.020000000000000018,0.77,0.22999999999999998,0.78,0.21999999999999997,0.19999999999999996,0=member,30,30,0.03333333333333333,SmokePair2_z_s44,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair2|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair2|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s45/target_attack_data.pt,ok,,SmokePair2_z_s45,0.983,0.017000000000000015,0.77,0.22999999999999998,0.78,0.21999999999999997,0.20299999999999996,0=member,30,30,0.03333333333333333,SmokePair2_z_s45,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair2|z,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair2|z
/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s43/target_attack_data.pt,ok,,SmokePair2_zz_s43,0.977,0.02300000000000002,0.772,0.22799999999999998,0.782,0.21799999999999997,0.19499999999999995,0=member,30,30,0.03333333333333333,SmokePair2_zz_s43,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair2|zz,0=member,70,42,28,0,40,26,14,fixed encoder plus downstream variational circuit,,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair2|zz
