target_id,experiment,pair_id,role,dataset,architecture,fm_kind,n_wires,reps,depth,ql_ent,ql_op,model_seed,data_seed,seed,structural_cell_id,expected_output_dir,model_exists,attack_exists,log_exists,metrics_json_exists,model_bytes,attack_bytes,artifact_complete,log_error_detected,log_tail
SmokePair1_z_s43,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair1|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s43,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair1_z_s44,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair1|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s44,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair1_z_s45,matched_gap_mia,SmokePair1,low_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair1|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_z_s45,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair1_zz_s43,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair1|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s43,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair1_zz_s44,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair1|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s44,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair1_zz_s45,matched_gap_mia,SmokePair1,low_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair1|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair1_zz_s45,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_z_s43,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,43,43,43,SmokePair2|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s43,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_z_s44,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,44,43,44,SmokePair2|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s44,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_z_s45,matched_gap_mia,SmokePair2,high_gap_z,Smoke,qnn,z,4,1,2,linear,crz,45,43,45,SmokePair2|z,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_z_s45,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_zz_s43,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,43,43,43,SmokePair2|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s43,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_zz_s44,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,44,43,44,SmokePair2|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s44,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
SmokePair2_zz_s45,matched_gap_mia,SmokePair2,high_gap_zz,Smoke,qnn,zz,4,1,2,linear,crz,45,43,45,SmokePair2|zz,/home/najeeb/quarift_neurips_rebutal_2/reviewer_smoke/matched_runs/matched_gap_mia/SmokePair2_zz_s45,True,True,True,True,1526,8922,True,False,synthetic smoke run completed
